Locus	Namespace	GO-ID	GO-term	pubMedId	EvidenceCode
NCU04815.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU04815.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU04815.7	molecular_function	GO:0004462	lactoylglutathione lyase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU04817.7	biological_process	GO:0006784	heme a biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU04817.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU04817.7	cellular_component	GO:0005743	mitochondrial inner membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU04817.7	molecular_function	GO:0016653	oxidoreductase activity, acting on NADH or NADPH, heme protein as acceptor	None	ISS: Inferred from Sequence or Structural Similarity
NCU04823.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU04834.7	biological_process	GO:0009585	red, far-red light phototransduction	16339731	ISS: Inferred from Sequence or Structural Similarity
NCU04838.7	cellular_component	GO:0031463	Cul3-RING ubiquitin ligase complex	21151958	IPI: Inferred from Physical Interaction
NCU04851.7	biological_process	GO:0070873	regulation of glycogen metabolic process	21768394	IMP: Inferred from Mutant Phenotype
NCU04856.7	biological_process	GO:0006542	glutamine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU04856.7	biological_process	GO:0006807	nitrogen compound metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU04856.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU04856.7	molecular_function	GO:0004356	glutamate-ammonia ligase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU04866.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	16801547	IMP: Inferred from Mutant Phenotype
NCU04866.7	biological_process	GO:0030448	hyphal growth	16801547	IMP: Inferred from Mutant Phenotype
NCU04883.7	biological_process	GO:0009620	response to fungus	22796096	IEP: Inferred from Expression Pattern
NCU04899.7	biological_process	GO:0006108	malate metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU04899.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU04899.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU04899.7	cellular_component	GO:0005759	mitochondrial matrix	None	ISS: Inferred from Sequence or Structural Similarity
NCU04899.7	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
NCU04899.7	molecular_function	GO:0030060	L-malate dehydrogenase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU04899.7	molecular_function	GO:0030060	L-malate dehydrogenase activity	14320488 	IDA: Inferred from Direct Assay
NCU04904.7	biological_process	GO:0016036	cellular response to phosphate starvation	17898858	IEP: Inferred from Expression Pattern
NCU04908.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU04921.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU04923.7	biological_process	GO:0006970	response to osmotic stress	16990038	IEP: Inferred from Expression Pattern
NCU04923.7	biological_process	GO:0009408	response to heat	16990038	IEP: Inferred from Expression Pattern
NCU04923.7	biological_process	GO:0042538	hyperosmotic salinity response	16990038	IEP: Inferred from Expression Pattern
NCU04923.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU04923.7	biological_process	GO:0071470	cellular response to osmotic stress	22240319	IEP: Inferred from Expression Pattern
NCU04924.7	biological_process	GO:0006970	response to osmotic stress	15661007	IGI: Inferred from Genetic Interaction
NCU04924.7	biological_process	GO:0006972	hyperosmotic response	17464067	IMP: Inferred from Mutant Phenotype
NCU04924.7	biological_process	GO:0009408	response to heat	16807008	IEP: Inferred from Expression Pattern
NCU04924.7	biological_process	GO:0009416	response to light stimulus	16807008	IEP: Inferred from Expression Pattern
NCU04924.7	biological_process	GO:0009651	response to salt stress	15661007	IGI: Inferred from Genetic Interaction
NCU04924.7	biological_process	GO:0016117	carotenoid biosynthetic process	15661007	IC: Inferred by Curator
NCU04924.7	biological_process	GO:0042538	hyperosmotic salinity response	16807008	IEP: Inferred from Expression Pattern
NCU04924.7	biological_process	GO:0046677	response to antibiotic	15661007	IGI: Inferred from Genetic Interaction
NCU04935.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU04946.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU04946.7	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
NCU04963.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU04963.7	biological_process	GO:0015753	D-xylose transport	20714641	IGI: Inferred from Genetic Interaction
NCU04963.7	biological_process	GO:0046323	glucose import	20714641	IGI: Inferred from Genetic Interaction
NCU04990.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	21965514	IMP: Inferred from Mutant Phenotype
NCU04990.7	biological_process	GO:0006468	protein phosphorylation	None	ISS: Inferred from Sequence or Structural Similarity
NCU04990.7	biological_process	GO:0006979	response to oxidative stress	21965514	IMP: Inferred from Mutant Phenotype
NCU04990.7	biological_process	GO:0030437	ascospore formation	21965514	IMP: Inferred from Mutant Phenotype
NCU04990.7	biological_process	GO:0030448	hyphal growth	21965514	IMP: Inferred from Mutant Phenotype
NCU04990.7	biological_process	GO:0031138	negative regulation of conjugation with cellular fusion	None	ISS: Inferred from Sequence or Structural Similarity
NCU04990.7	biological_process	GO:0045835	negative regulation of meiosis	None	ISS: Inferred from Sequence or Structural Similarity
NCU04990.7	biological_process	GO:0048315	conidium formation	21965514	IMP: Inferred from Mutant Phenotype
NCU04990.7	biological_process	GO:0070787	conidiophore development	21965514	IMP: Inferred from Mutant Phenotype
NCU04990.7	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
NCU04990.7	molecular_function	GO:0004674	protein serine/threonine kinase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU04990.7	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU05007.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU05008.7	biological_process	GO:0006116	NADH oxidation	15863099	IC: Inferred by Curator
NCU05008.7	biological_process	GO:0032981	mitochondrial respiratory chain complex I assembly	8075104	IMP: Inferred from Mutant Phenotype
NCU05008.7	biological_process	GO:0042759	long-chain fatty acid biosynthetic process	1397269	IDA: Inferred from Direct Assay
NCU05008.7	cellular_component	GO:0005739	mitochondrion	15863099	IC: Inferred by Curator
NCU05008.7	cellular_component	GO:0005747	mitochondrial respiratory chain complex I	15863099	IC: Inferred by Curator
NCU05008.7	molecular_function	GO:0009055	electron carrier activity	15863099	IC: Inferred by Curator
NCU05009.7	biological_process	GO:0006116	NADH oxidation	15863099	IC: Inferred by Curator
NCU05009.7	biological_process	GO:0030437	ascospore formation	11014810	IMP: Inferred from Mutant Phenotype
NCU05009.7	biological_process	GO:0032981	mitochondrial respiratory chain complex I assembly	11014810	IMP: Inferred from Mutant Phenotype
NCU05009.7	cellular_component	GO:0005739	mitochondrion	15863099	IC: Inferred by Curator
NCU05009.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU05009.7	cellular_component	GO:0005747	mitochondrial respiratory chain complex I	15863099	IC: Inferred by Curator
NCU05009.7	molecular_function	GO:0009055	electron carrier activity	15863099	IC: Inferred by Curator
NCU05009.7	molecular_function	GO:0051539	4 iron, 4 sulfur cluster binding	11014810	IMP: Inferred from Mutant Phenotype
NCU05027.7	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
NCU05029.7	biological_process	GO:0006879	cellular iron ion homeostasis	None	ISS: Inferred from Sequence or Structural Similarity
NCU05029.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU05029.7	cellular_component	GO:0005743	mitochondrial inner membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU05029.7	molecular_function	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	biological_process	GO:0006813	potassium ion transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	biological_process	GO:0006814	sodium ion transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	biological_process	GO:0030448	hyphal growth	21354536	IMP: Inferred from Mutant Phenotype
NCU05046.7	cellular_component	GO:0005624	membrane fraction	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	molecular_function	GO:0008554	sodium-exporting ATPase activity, phosphorylative mechanism	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	molecular_function	GO:0008556	potassium-transporting ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	molecular_function	GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	None	ISS: Inferred from Sequence or Structural Similarity
NCU05046.7	molecular_function	GO:0016887	ATPase activity	10712689	IGI: Inferred from Genetic Interaction
NCU05051.7	biological_process	GO:0030448	hyphal growth	16801547	IMP: Inferred from Mutant Phenotype
NCU05061.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU05079.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	22961396	IMP: Inferred from Mutant Phenotype
NCU05095.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU05095.7	cellular_component	GO:0009328	phenylalanine-tRNA ligase complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU05095.7	molecular_function	GO:0004826	phenylalanine-tRNA ligase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU05097.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	22961396	IMP: Inferred from Mutant Phenotype
NCU05129.7	biological_process	GO:0000162	tryptophan biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU05129.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU05129.7	cellular_component	GO:0005950	anthranilate synthase complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU05129.7	molecular_function	GO:0004049	anthranilate synthase activity	None	IPI: Inferred from Physical Interaction
NCU05133.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU05137.7	cellular_component	GO:0030446	hyphal cell wall	19555771	IEP: Inferred from Expression Pattern
NCU05148.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU05154.7	cellular_component	GO:0005886	plasma membrane	19801418	IEP: Inferred from Expression Pattern
NCU05154.7	molecular_function	GO:0005388	calcium-transporting ATPase activity	10712689	IGI: Inferred from Genetic Interaction
NCU05169.7	biological_process	GO:0006970	response to osmotic stress	16990038	IEP: Inferred from Expression Pattern
NCU05169.7	biological_process	GO:0009408	response to heat	16990038	IEP: Inferred from Expression Pattern
NCU05169.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU05169.7	biological_process	GO:0042538	hyperosmotic salinity response	16990038	IEP: Inferred from Expression Pattern
NCU05196.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU05204.7	cellular_component	GO:0019005	SCF ubiquitin ligase complex	15961524	IPI: Inferred from Physical Interaction
NCU05206.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	11003665	IMP: Inferred from Mutant Phenotype
NCU05206.7	biological_process	GO:0006521	regulation of cellular amino acid metabolic process	21460191	IMP: Inferred from Mutant Phenotype
NCU05206.7	biological_process	GO:0009594	detection of nutrient	21460191	IMP: Inferred from Mutant Phenotype
NCU05206.7	biological_process	GO:0031669	cellular response to nutrient levels	21460191	IMP: Inferred from Mutant Phenotype
NCU05206.7	biological_process	GO:0045761	regulation of adenylate cyclase activity	11003665	IMP: Inferred from Mutant Phenotype
NCU05206.7	biological_process	GO:0048315	conidium formation	11003665	IMP: Inferred from Mutant Phenotype
NCU05206.7	cellular_component	GO:0005834	heterotrimeric G-protein complex	22903975	IPI: Inferred from Physical Interaction
NCU05220.7	biological_process	GO:0015986	ATP synthesis coupled proton transport	None	ISS: Inferred from Sequence or Structural Similarity
