Locus	Symbol	FunCatId	FunCatName
NCU07082	None	12.10	aminoacyl-tRNA-synthetases
NCU07082	None	70.03	cytoplasm
NCU09598	msp-45	11.02.01	rRNA synthesis
NCU09598	msp-45	11.04.01	rRNA processing
NCU09598	msp-45	70.16	mitochondrion
NCU01099	None	30.01.05.05.01	small GTPase mediated signal transduction
NCU00243	mal3	10.03.05.01	spindle pole body/centrosome and microtubule cycle
NCU00243	mal3	42.04.05	microtubule cytoskeleton
NCU00243	mal3	70.04.05	microtubule cytoskeleton
NCU07367	rpt-4	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU08484	mus-27	10.03.01	mitotic cell cycle and cell cycle control
NCU08484	mus-27	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU09040	None	01.05	C-compound and carbohydrate metabolism
NCU09040	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU08887	None	20.01.27	drug/toxin transport
NCU09632	None	01.05	C-compound and carbohydrate metabolism
NCU09632	None	16.19.03	ATP binding
NCU09632	None	32.01.11	nutrient starvation response
NCU09632	None	42.01	cell wall
NCU06993	None	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU06993	None	11.02.03.04	transcriptional control
NCU06993	None	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)
NCU06993	None	70.10.03	chromosome
NCU09730	kin-1	20.09.14.01	tubulin dependent transport
NCU09730	kin-1	70.04.05	microtubule cytoskeleton
NCU01575	None	14.04	protein targeting, sorting and translocation
NCU01575	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU04435	aap-22	20.01.07	amino acid/amino acid derivatives transport
NCU07240	None	01.05	C-compound and carbohydrate metabolism
NCU07240	None	01.20	secondary metabolism
NCU06854	hel-2	11.02.03	mRNA synthesis
NCU01985	cys-11	01.01	amino acid metabolism
NCU01985	cys-11	01.02	nitrogen, sulfur and selenium metabolism
NCU17062	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU17062	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU02916	gh61-3	01.05.03	polysaccharide metabolism
NCU04695	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06192	None	14.04	protein targeting, sorting and translocation
NCU06192	None	20.09.13	vacuolar/lysosomal transport
NCU06192	None	42.25	vacuole or lysosome
NCU07619	None	01.05	C-compound and carbohydrate metabolism
NCU02473	nup-12	20.09.01	nuclear transport
NCU02473	nup-12	70.10	nucleus
NCU00302	gsl-3	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06217	rbg-31	11.04.01	rRNA processing
NCU06217	rbg-31	12.01	ribosome biogenesis
NCU06217	rbg-31	70.10.07	nucleolus
NCU00974	None	32.07.03	detoxification by modification
NCU03685	None	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU03117	gua-1	01.03.01.03	purine nucleotide/nucleoside/nucleobase anabolism
NCU01956	None	01.03.16.01	RNA degradation
NCU01956	None	14.10	assembly of protein complexes
NCU01956	None	20.09.18.07	non-vesicular cellular import
NCU01956	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU01956	None	42.04	cytoskeleton/structural proteins
NCU01956	None	43.01.03.05	budding, cell polarity and filament formation
NCU01948	crp-53	12.01.01	ribosomal proteins
NCU01948	crp-53	70.03	cytoplasm
NCU05580	None	20.01.27	drug/toxin transport
NCU05580	None	32.07.05	detoxification by export
NCU07887	rdr-1	01.03.07	deoxyribonucleotide metabolism
NCU03043	acon-4	11.02.03.04	transcriptional control
NCU03043	acon-4	16.03.01	DNA binding
NCU03043	acon-4	70.10	nucleus
NCU00581	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU03156	nuo10.5	02.11	electron transport and membrane-associated energy conservation
NCU03156	nuo10.5	02.13.03	aerobic respiration
NCU03156	nuo10.5	20.01.15	electron transport
NCU03156	nuo10.5	70.16	mitochondrion
NCU02049	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU01094	None	01.05	C-compound and carbohydrate metabolism
NCU01680	pma-1	20.03.22	transport ATPases
NCU08811	None	10.03.01	mitotic cell cycle and cell cycle control
NCU08811	None	11.02.03.04	transcriptional control
NCU08811	None	70.10	nucleus
NCU06769	dra-3	10.01.03	DNA synthesis and replication
NCU08705	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU08705	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU05360	trm-17	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07498	mus-40	10.01.05.01	DNA repair
NCU03261	msp-23	11.04.03.01	splicing
NCU03261	msp-23	16.03.03	RNA binding
NCU02914	None	14.07.05	modification by ubiquitination, deubiquitination
NCU08005	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU08005	None	20.01.15	electron transport
NCU08005	None	70.16	mitochondrion
NCU01331	crp-75	11.02.03	mRNA synthesis
NCU01331	crp-75	11.04.03.01	splicing
NCU03718	None	14.07	protein modification
NCU03718	None	42.01	cell wall
NCU03011	nit-14	14.07	protein modification
NCU03011	nit-14	18.02.01.01	enzyme activator
NCU02079	div-6	10.03.01.02	cell cycle arrest
NCU05404	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02757	mrp-53	12.01.01	ribosomal proteins
NCU02757	mrp-53	70.16	mitochondrion
NCU07232	None	32.01.05	heat shock response
NCU09235	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU09235	None	43.01.03.09	development of asco- basidio- or zygospore
NCU05196	djc-3	32.01	stress response
NCU00007	prr-4	30.05	transmembrane signal transduction
NCU00007	prr-4	34.11.03.11	pH response
NCU00007	prr-4	70.02	eukaryotic plasma membrane / membrane attached
NCU07621	trm-40	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)
NCU07621	trm-40	20.09.18.07	non-vesicular cellular import
NCU07621	trm-40	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU07068	trm-6	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU07068	trm-6	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU07068	trm-6	34.01.01.03	homeostasis of protons
NCU08162	arg-10	01.01.03.05.01	biosynthesis of arginine
NCU04503	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU04503	None	70.10	nucleus
NCU01591	None	11	TRANSCRIPTION
NCU00556	None	40.01	cell growth / morphogenesis
NCU00556	None	43.01.03.05	budding, cell polarity and filament formation
NCU02464	cdc11	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU02464	cdc11	10.03.01	mitotic cell cycle and cell cycle control
NCU02464	cdc11	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU02464	cdc11	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU02464	cdc11	43.01.03	fungal and other eukaryotic cell type differentiation
NCU02464	cdc11	43.01.03.05	budding, cell polarity and filament formation
NCU01446	uc-4	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU05094	None	01.05	C-compound and carbohydrate metabolism
NCU09758	None	18.02.05	regulator of G-protein signalling
NCU00129	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06493	gna-1	16.19.05	GTP binding
NCU06493	gna-1	30.01.05.05	G-protein mediated signal transduction
NCU07276	None	20.01.13	lipid/fatty acid transport
NCU07276	None	20.03.25	ABC transporters
NCU02128	None	01.05	C-compound and carbohydrate metabolism
NCU03191	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU03191	None	14.07	protein modification
NCU09111	ace-7	02.07	pentose-phosphate pathway
NCU09111	ace-7	70.03	cytoplasm
NCU09705	None	01.05	C-compound and carbohydrate metabolism
NCU01067	None	11.02.03.04	transcriptional control
NCU00634	crp-47	12.01.01	ribosomal proteins
NCU00634	crp-47	70.03	cytoplasm
NCU02797	None	01.05	C-compound and carbohydrate metabolism
NCU09859	None	14.13	protein/peptide degradation
NCU08312	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00200	trp-1	01.01.09.06.01	biosynthesis of tryptophan
NCU00200	trp-1	70.03	cytoplasm
NCU03558	None	02.11	electron transport and membrane-associated energy conservation
NCU03558	None	70.16	mitochondrion
NCU06250	None	14.13	protein/peptide degradation
NCU01548	None	14.13	protein/peptide degradation
NCU06698	gnn	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU01132	None	20.01.03	C-compound and carbohydrate transport
NCU01132	None	20.03	transport facilities
NCU03503	cot-5	01.05	C-compound and carbohydrate metabolism
NCU03503	cot-5	14.07	protein modification
NCU08701	None	32.05.05.01	toxins
NCU00660	None	01.02	nitrogen, sulfur and selenium metabolism
NCU00660	None	12	PROTEIN SYNTHESIS
NCU02348	None	10.01.05.01	DNA repair
NCU02348	None	70.10	nucleus
NCU10392	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU10392	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU02322	None	01.05	C-compound and carbohydrate metabolism
NCU00560	None	10.03.01.01.03	G1/S transition of mitotic cell cycle
NCU07456	rib-5	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU06519	None	20.01.27	drug/toxin transport
NCU06519	None	20.09.16	cellular export and secretion
NCU06519	None	32.07.05	detoxification by export
NCU06519	None	70.02	eukaryotic plasma membrane / membrane attached
NCU05693	None	16.19.05	GTP binding
NCU04216	ad-7	01.01.03.02.01	biosynthesis of glutamate
NCU04216	ad-7	01.01.03.02.02	degradation of glutamate
NCU04216	ad-7	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU08507	None	16.01	protein binding
NCU08507	None	18.02.01	enzymatic activity regulation / enzyme regulator
NCU08507	None	70.10	nucleus
NCU11173	thi-2	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU02493	pca-7	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU01467	nuo10.4	02.11	electron transport and membrane-associated energy conservation
NCU01467	nuo10.4	02.13.03	aerobic respiration
NCU01467	nuo10.4	70.16	mitochondrion
NCU09560	None	16.17.09	heavy metal binding (Cu, Fe, Zn)
NCU09560	None	32.07.07.07	superoxide metabolism
NCU09560	None	70.16	mitochondrion
NCU02421	None	20.09.07.05	intra Golgi transport
NCU00793	gt20-2	01.05	C-compound and carbohydrate metabolism
NCU00793	gt20-2	02.19	metabolism of energy reserves (e.g. glycogen, trehalose)
NCU03197	stk-11	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU03197	stk-11	30.01	cellular signalling
NCU03314	mob2-1	10.03.01	mitotic cell cycle and cell cycle control
NCU03314	mob2-1	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU08152	None	20.01.03	C-compound and carbohydrate transport
NCU08152	None	20.09.18.07	non-vesicular cellular import
NCU08152	None	70.02	eukaryotic plasma membrane / membrane attached
NCU03756	None	01.01.13	regulation of amino acid metabolism
NCU11311	tim8	14.04	protein targeting, sorting and translocation
NCU11311	tim8	20.09.04	mitochondrial transport
NCU11311	tim8	42.16	mitochondrion
NCU11311	tim8	70.16	mitochondrion
NCU09642	None	20.01.01.07.05	sulfate/sulfite transport
NCU09642	None	34.01.03.01	homeostasis of sulfate
NCU05983	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU08189	gh10-2	01.05.03	polysaccharide metabolism
NCU08189	gh10-2	16.05	polysaccharide binding
NCU08040	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02810	eif2-c	12.04.01	translation initiation
NCU02810	eif2-c	16.19.05	GTP binding
NCU02810	eif2-c	70.03	cytoplasm
NCU03646	None	32.10.07	degradation / modification of foreign (exogenous) polysaccharides
NCU01440	None	20.09.14	cytoskeleton-dependent transport
NCU01440	None	70.04.03	actin cytoskeleton
NCU04230	acu-3	02.04	glyoxylate cycle
NCU07146	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU07146	None	70.04	cytoskeleton
NCU08404	None	01.07	metabolism of vitamins, cofactors, and prosthetic groups
NCU03758	None	70.10	nucleus
NCU09976	ce12-1	01.05	C-compound and carbohydrate metabolism
NCU09976	ce12-1	01.25.01	extracellular polysaccharide degradation
NCU09976	ce12-1	32.05.05	virulence, disease factors
NCU08605	pcb-2	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU05546	None	20.01.27	drug/toxin transport
NCU05546	None	32.07.05	detoxification by export
NCU04185	prk-1	01.05.03	polysaccharide metabolism
NCU07723	None	01.20	secondary metabolism
NCU10046	None	10.03.01.01	mitotic cell cycle
NCU10046	None	10.03.02	meiosis
NCU10046	None	10.03.04.07	nuclear division
NCU10046	None	14.07.05	modification by ubiquitination, deubiquitination
NCU10046	None	14.10	assembly of protein complexes
NCU10046	None	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU10046	None	16.01	protein binding
NCU10046	None	20.09.13	vacuolar/lysosomal transport
NCU10046	None	20.09.18.09.01	endocytosis
NCU10046	None	32.01.07	unfolded protein response (e.g. ER quality control)
NCU10046	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU10046	None	40.01	cell growth / morphogenesis
NCU10046	None	42.10	nucleus
NCU10046	None	43.01.03.09	development of asco- basidio- or zygospore
NCU03598	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02200	None	20.01.13	lipid/fatty acid transport
NCU01637	msp-12	11.02.03	mRNA synthesis
NCU01637	msp-12	11.04.03.01	splicing
NCU03086	None	01.20.35	metabolism of secondary products derived from L-phenylalanine and L-tyrosine
NCU04205	None	14.13	protein/peptide degradation
NCU00477	None	14.13.04	lysosomal and vacuolar protein degradation
NCU01409	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00973	None	01.05	C-compound and carbohydrate metabolism
NCU00973	None	32.05.05	virulence, disease factors
NCU02344	gh61-12	01.05.03	polysaccharide metabolism
NCU05009	nuo21.3c	02.11	electron transport and membrane-associated energy conservation
NCU05009	nuo21.3c	70.16	mitochondrion
NCU09065	None	16.03.01	DNA binding
NCU09065	None	42.10.03	organization of chromosome structure
NCU09065	None	70.10.03	chromosome
NCU06505	gh64-2	01.05	C-compound and carbohydrate metabolism
NCU03115	spa	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU03115	spa	40.01.03	directional cell growth (morphogenesis)
NCU03115	spa	43.01.03.05	budding, cell polarity and filament formation
NCU03491	pad-1	11.02.03	mRNA synthesis
NCU03491	pad-1	11.04.03.01	splicing
NCU01404	None	11.04.01	rRNA processing
NCU09311	met-10	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00578	ppi-1	14.01	protein folding and stabilization
NCU00298	None	20.01.03	C-compound and carbohydrate transport
NCU00298	None	20.09.18	cellular import
NCU00298	None	70.02	eukaryotic plasma membrane / membrane attached
NCU11382	None	01.01.09.05.02	degradation of tyrosine
NCU11382	None	01.20.35.01.01	metabolism of melanins
NCU04942	aap-7	20.01.07	amino acid/amino acid derivatives transport
NCU04942	aap-7	20.09.18	cellular import
NCU04942	aap-7	70.02	eukaryotic plasma membrane / membrane attached
NCU10155	pole-2	10.01.03	DNA synthesis and replication
NCU10155	pole-2	10.01.05.01	DNA repair
NCU02423	mic-12	11.04.03.01	splicing
NCU02423	mic-12	20.09.04	mitochondrial transport
NCU02423	mic-12	70.16	mitochondrion
NCU05207	None	20.01.27	drug/toxin transport
NCU05207	None	20.09.16	cellular export and secretion
NCU05207	None	32.07.05	detoxification by export
NCU02705	None	14.10	assembly of protein complexes
NCU02263	sec14	20.01.13	lipid/fatty acid transport
NCU02263	sec14	20.09.07	vesicular transport (Golgi network, etc.)
NCU05994	None	01.02.07	regulation of nitrogen, sulfur and selenium metabolism
NCU05994	None	11.02.03.04.01	transcription activation
NCU05994	None	70.10	nucleus
NCU07458	chi-3	01.05.09.04	aminosaccharide anabolism
NCU03404	None	01.07	metabolism of vitamins, cofactors, and prosthetic groups
NCU03404	None	70.01	cell wall
NCU00636	None	02.13	respiration
NCU00636	None	02.45.15	energy generation (e.g. ATP synthase)
NCU00636	None	20.03.22	transport ATPases
NCU00636	None	34.01.01.03	homeostasis of protons
NCU00636	None	70.16	mitochondrion
NCU03039	None	11.04.03.01	splicing
NCU03039	None	16.03.03	RNA binding
NCU07155	None	01.02.07	regulation of nitrogen, sulfur and selenium metabolism
NCU04074	nuo30.4	02.11.05	accessory proteins of electron transport and membrane-associated energy conservation
NCU04074	nuo30.4	02.13.03	aerobic respiration
NCU08368	None	11.04.02	tRNA processing
NCU04089	cyp450-6	32.07.01	detoxification involving cytochrome P450
NCU05589	None	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU05589	None	16.01	protein binding
NCU06895	cyp450-15	01.02	nitrogen, sulfur and selenium metabolism
NCU06895	cyp450-15	20.01.15	electron transport
NCU06942	vps4	14.04	protein targeting, sorting and translocation
NCU06942	vps4	20.09.13	vacuolar/lysosomal transport
NCU01086	cyp450-3	01.01.09.04.01	biosynthesis of phenylalanine
NCU01086	cyp450-3	01.01.09.04.02	degradation of phenylalanine
NCU06261	None	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU03990	None	11.04.03.01	splicing
NCU03990	None	70.10	nucleus
NCU05650	None	14.04	protein targeting, sorting and translocation
NCU05650	None	20.09.01	nuclear transport
NCU07295	tim54	14.04	protein targeting, sorting and translocation
NCU07295	tim54	20.09.04	mitochondrial transport
NCU07295	tim54	70.16	mitochondrion
NCU00469	None	42.04.05	microtubule cytoskeleton
NCU06441	ldh-1	01.05	C-compound and carbohydrate metabolism
NCU06441	ldh-1	70.16	mitochondrion
NCU09468	tba-2	10.03.04.05	chromosome segregation/division
NCU09468	tba-2	10.03.05.01	spindle pole body/centrosome and microtubule cycle
NCU09468	tba-2	16.19.05	GTP binding
NCU09468	tba-2	42.04.05	microtubule cytoskeleton
NCU09468	tba-2	70.04.05	microtubule cytoskeleton
NCU05227	pmc-1	14.10	assembly of protein complexes
NCU05227	pmc-1	14.13.01	cytoplasmic and nuclear protein degradation
NCU07421	None	16.01	protein binding
NCU07421	None	16.03.03	RNA binding
NCU07421	None	20.01.21	RNA transport
NCU07421	None	20.09.01	nuclear transport
NCU16337	nup-9	14.04	protein targeting, sorting and translocation
NCU16337	nup-9	20.09.01	nuclear transport
NCU07836	pan-3	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU01305	None	42.02	eukaryotic plasma membrane
NCU02885	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU02885	None	30.01	cellular signalling
NCU08861	mrp-18	12.01	ribosome biogenesis
NCU08861	mrp-18	70.16	mitochondrion
NCU11399	None	10.03.01	mitotic cell cycle and cell cycle control
NCU11399	None	40.01	cell growth / morphogenesis
NCU11399	None	43.01.03.05	budding, cell polarity and filament formation
