OldLocus	OldGeneID	NewGeneID	NewLocus	PathwayID	PathwayName	URL
NCU05924.5	7000006085086833	7000007580570005	NCU05924.7	PWY2T-10	xylan degradation
NCU09621.5	7000006085089513	7000007580559892	NCU09621.7	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU09621.5	7000006085089513	7000007580559892	NCU09621.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU09621.5	7000006085089513	7000007580559892	NCU09621.7	SALVPURINE2-PWY	salvage pathways of guanine, xanthine, and their nucleosides
NCU09643.5	7000006085014339	7000007580576055	NCU09643.7	PWY-5667	CDP-diacylglycerol biosynthesis I
NCU09646.5	7000006085014388	7000007580578809	NCU09646.7	FAO-PWY	fatty acid &beta;-oxidation I
NCU09646.5	7000006085014388	7000007580578809	NCU09646.7	PWY-5136-1	fatty acid &beta;-oxidation II (core pathway)
NCU09649.5	7000006085016084	7000007580570252	NCU09649.7	THISYNARA-PWY	thiamine biosynthesis II
NCU09649.5	7000006085016084	7000007580570252	NCU09649.7	PWY3O-17	thiamine biosynthesis
NCU09652.5	7000006085016153	7000007580583845	NCU09652.7	PWY2T-10	xylan degradation
NCU09680.5	7000006084982587	7000007580581964	NCU09680.7	PWY2T-7	cellulose degradation
NCU09680.5	7000006084982587	7000007580581964	NCU09680.7	PWY-6788	cellulose degradation II (fungi)
NCU09680.5	7000006084982587	7000007580581964	NCU09680.7	PWY2T-42	cellulose degradation III (neurospora)
NCU09692.5	7000006084979439	7000007580564558	NCU09692.7	TRIGLSYN-PWY	triacylglycerol biosynthesis
NCU09703.5	7000006085103410	7000007580558941	NCU09703.7	PWY-5939	(<i>R</i>)-acetoin biosynthesis II
NCU09705.5	7000006085103418	7000007580587348	NCU09705.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU09715.5	7000006085102334	7000007580539850	NCU09715.7	TRESYN-PWY	trehalose biosynthesis I
NCU09747.5	7000006085018911	7000007580579125	NCU09747.7	PWY2T-14	aerobic xylose fermentation
NCU09747.5	7000006085018911	7000007580579125	NCU09747.7	PWY2T-15	aerobic xylose fermentation
NCU09747.5	7000006085018911	7000007580579125	NCU09747.7	PWY2T-2574	aerobic respiration
NCU09789.5	7000006085083558	7000007580572930	NCU09789.7	PWY-841	purine nucleotides <i>de novo</i> biosynthesis II
NCU09789.5	7000006085083558	7000007580572930	NCU09789.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU09817.5	7000006085177725	7000007580545129	NCU09817.7	PWY-6164	3-dehydroquinate biosynthesis I
NCU09817.5	7000006085177725	7000007580545129	NCU09817.7	ARO-PWY	chorismate biosynthesis I
NCU09841.5	7000006084997012	7000007580579334	NCU09841.7	THISYNARA-PWY	thiamine biosynthesis II
NCU09841.5	7000006084997012	7000007580579334	NCU09841.7	PWY3O-17	thiamine biosynthesis
NCU09855.5	7000006084999885	7000007580550141	NCU09855.7	PWY-5957	nicotianamine biosynthesis
NCU09862.5	7000006085077123	7000007580560243	NCU09862.7	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU09864.5	7000006085077106	7000007580575851	NCU09864.7	ILEUDEG-PWY	isoleucine degradation I
NCU09864.5	7000006085077106	7000007580575851	NCU09864.7	LEU-DEG2-PWY	leucine degradation I
NCU09864.5	7000006085077106	7000007580575851	NCU09864.7	VALDEG-PWY	valine degradation I
NCU09864.5	7000006085077106	7000007580575851	NCU09864.7	PWY-5046	branched-chain &alpha;-keto acid dehydrogenase complex
NCU09873.5	7000006085024479	7000007580588644	NCU09873.7	FERMENTATION-PWY	mixed acid fermentation
NCU09873.5	7000006085024479	7000007580588644	NCU09873.7	GLUCONEO-PWY	gluconeogenesis I
NCU09873.5	7000006085024479	7000007580588644	NCU09873.7	PWY-561	superpathway of glyoxylate cycle
NCU09892.5	7000006085172068	7000007580552445	NCU09892.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU09896.5	7000006085174258	7000007580577992	NCU09896.7	PWY-5340	sulfate activation for sulfonation
NCU09897.5	7000006085174271	7000007580568869	NCU09897.7	PWY2T-14	aerobic xylose fermentation
NCU09897.5	7000006085174271	7000007580568869	NCU09897.7	PWY2T-15	aerobic xylose fermentation
NCU09897.5	7000006085174271	7000007580568869	NCU09897.7	PWY2T-2574	aerobic respiration
NCU09911.5	7000006085104191	7000007580559710	NCU09911.7	PWY-2201	folate transformations
NCU09911.5	7000006085104191	7000007580559710	NCU09911.7	1CMET2-PWY	formylTHF biosynthesis I
NCU09930.5	7000006085021455	7000007580583824	NCU09930.7	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis
NCU09930.5	7000006085021455	7000007580583824	NCU09930.7	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU10007.5	7000006085104664	7000007580568793	NCU10007.7	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU10008.5	7000006085104625	7000007580583123	NCU10008.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU10008.5	7000006085104625	7000007580583123	NCU10008.7	FERMENTATION-PWY	mixed acid fermentation
NCU10008.5	7000006085104625	7000007580583123	NCU10008.7	PWY-561	superpathway of glyoxylate cycle
NCU10042.5	7000006085193232	7000007580555613	NCU10042.7	PWY2T-1450	xylose fermentation
NCU10042.5	7000006085193232	7000007580555613	NCU10042.7	PWY-5484	glycolysis II
NCU10042.5	7000006085193232	7000007580555613	NCU10042.7	GLUCONEO-PWY	gluconeogenesis I
NCU10042.5	7000006085193232	7000007580555613	NCU10042.7	GLYCOLYSIS-1	glycolysis I
NCU10045.5	7000006085078653	7000007580575645	NCU10045.7	PWY-1081	homogalacturonan degradation
NCU10048.5	7000006085078612	7000007580578407	NCU10048.7	PANTO-PWY	pantothenate biosynthesis I
NCU10053.5	7000006085103453	7000007580540058	NCU10053.7	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU10053.5	7000006085103453	7000007580540058	NCU10053.7	PWY-3841	formylTHF biosynthesis II
NCU10053.5	7000006085103453	7000007580540058	NCU10053.7	1CMET2-PWY	formylTHF biosynthesis I
NCU10058.5	7000006085171941	7000007580540820	NCU10058.7	GLYCOCAT-PWY	glycogen degradation I
NCU10058.5	7000006085171941	7000007580540820	NCU10058.7	PWY-5661	GDP-glucose biosynthesis
NCU10058.5	7000006085171941	7000007580540820	NCU10058.7	PWY-5941-1	glycogen degradation II
NCU10058.5	7000006085171941	7000007580540820	NCU10058.7	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
NCU10058.5	7000006085171941	7000007580540820	NCU10058.7	PWY-5941	glycogen degradation II
NCU10058.5	7000006085171941	7000007580540820	NCU10058.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU10058.5	7000006085171941	7000007580540820	NCU10058.7	PWY-621-1	sucrose degradation III
NCU10106.5	7000006085021607	7000007580583915	NCU10106.7	PWY2T-1450	xylose fermentation
NCU10106.5	7000006085021607	7000007580583915	NCU10106.7	PWY-5484	glycolysis II
NCU10106.5	7000006085021607	7000007580583915	NCU10106.7	GLYCOLYSIS-1	glycolysis I
NCU10220.5	7000006084995838	7000007580587050	NCU10220.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU10292.5	7000006084974120	7000007580564399	NCU10292.7	PWY-5189	tetrapyrrole biosynthesis II
NCU10351.5	7000006085193686	7000007580582511	NCU10351.7	PLPSAL-PWY	pyridoxal 5'-phosphate salvage pathway
NCU10359.5	7000006084971730	7000007580542506	NCU10359.7	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU10359.5	7000006084971730	7000007580542506	NCU10359.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU10359.5	7000006084971730	7000007580542506	NCU10359.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU10397.5	7000006085202421	7000007580551042	NCU10397.7	PWY-6352	3-phosphoinositide biosynthesis
NCU10400.5	7000006085014785	7000007580579045	NCU10400.7	LIPASYN-PWY	phospholipases
NCU10400.5	7000006085014785	7000007580579045	NCU10400.7	PWY-3561	choline biosynthesis III
NCU10468.5	7000006084973626	7000007580587258	NCU10468.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU10762.5	7000006085018581	7000007580570292	NCU10762.7	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
NCU10893.5	7000006085194299	7000007580552063	NCU10893.7	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU11173.5	7000006085198526	7000007580576868	NCU11173.7	THISYNARA-PWY	thiamine biosynthesis II
NCU11173.5	7000006085198526	7000007580576868	NCU11173.7	PWY3O-17	thiamine biosynthesis
NCU11282.5	7000006085020318	7000007580581517	NCU11282.7	TRIGLSYN-PWY	triacylglycerol biosynthesis
NCU11282.5	7000006085020318	7000007580581517	NCU11282.7	PWY-5667	CDP-diacylglycerol biosynthesis I
NCU11353.5	7000006085202282	7000007580551176	NCU11353.7	LARABITOLUTIL-PWY	xylitol degradation
NCU11353.5	7000006085202282	7000007580551176	NCU11353.7	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU11381.5	7000006085100574	7000007580551595	NCU11381.7	PWY-922	mevalonate pathway I
NCU04303.5	7000006085006554	7000007580542835	NCU04303.7	ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I
NCU12069.5	7000006085081312	7000007580549469	NCU12069.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
