geneid	funcatid	funcattermname	pubmedid	evidencecode
NCU05777	14.07.05	modification by ubiquitination, deubiquitination	PMID:15486203	IEA
NCU05778	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU05778	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU05780	01.02.07	regulation of nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU05780	01.20.37.01	metabolism of thioredoxin, glutaredoxin, glutathion	PMID:15486203	IEA
NCU05780	32.07.07.03	glutathione conjugation reaction	PMID:15486203	IEA
NCU05781	10.03.01.03	cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)	PMID:15486203	IEA
NCU05782	11.04.01	rRNA processing	PMID:15486203	IEA
NCU05783	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05785	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU05789	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05797	11.04.03.01	splicing	PMID:15486203	IEA
NCU05797	70.10	nucleus	PMID:15486203	IEA
NCU05800	16.03.01	DNA binding	PMID:15486203	IEA
NCU05802	10.01	DNA processing	PMID:15486203	IEA
NCU05802	11.04.01	rRNA processing	PMID:15486203	IEA
NCU05802	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)	PMID:15486203	IEA
NCU05802	70.10	nucleus	PMID:15486203	IEA
NCU05803	12.07	translational control	PMID:15486203	IEA
NCU05804	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05804	70.10	nucleus	PMID:15486203	IEA
NCU05805	01.01	amino acid metabolism	PMID:15486203	IEA
NCU05810	01.01.13	regulation of amino acid metabolism	PMID:15486203	IEA
NCU05816	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU05816	02.13	respiration	PMID:15486203	IEA
NCU05816	70.16	mitochondrion	PMID:15486203	IEA
NCU05830	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU05830	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU05830	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05836	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05836	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)	PMID:15486203	IEA
NCU05837	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU05840	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05840	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU05843	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU05843	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU05843	34.01.01	homeostasis of cations	PMID:15486203	IEA
NCU05848	32.05.03	defense related proteins	PMID:15486203	IEA
NCU05848	32.07.01	detoxification involving cytochrome P450	PMID:15486203	IEA
NCU05849	32.05.03	defense related proteins	PMID:15486203	IEA
NCU05849	32.07.01	detoxification involving cytochrome P450	PMID:15486203	IEA
NCU05851	01.20.35.01	metabolism of phenylpropanoids	PMID:15486203	IEA
NCU05853	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05853	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU05853	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05854	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU05854	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05855	01.20	secondary metabolism	PMID:15486203	IEA
NCU05858	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05862	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU05862	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU05862	32.01.11	nutrient starvation response	PMID:15486203	IEA
NCU05862	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05876	34.11.03.11	pH response	PMID:15486203	IEA
NCU05885	01.20	secondary metabolism	PMID:15486203	IEA
NCU05888	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU05889	12.04.01	translation initiation	PMID:15486203	IEA
NCU05889	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05889	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU05890	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05890	70.16	mitochondrion	PMID:15486203	IEA
NCU05897	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05902	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU05902	42.25	vacuole or lysosome	PMID:15486203	IEA
NCU05908	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05908	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU05916	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05916	14.07.02.01	O-directed glycosylation, deglycosylation	PMID:15486203	IEA
NCU05923	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05933	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05935	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05935	01.25.01	extracellular polysaccharide degradation	PMID:15486203	IEA
NCU05935	32.10.07	degradation / modification of foreign (exogenous) polysaccharides	PMID:15486203	IEA
NCU05936	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU05936	16.19.05	GTP binding	PMID:15486203	IEA
NCU05936	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU05937	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05937	42.01	cell wall	PMID:15486203	IEA
NCU05942	14.13.01	cytoplasmic and nuclear protein degradation	PMID:15486203	IEA
NCU05944	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU05944	70.10	nucleus	PMID:15486203	IEA
NCU05955	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05955	01.25.01	extracellular polysaccharide degradation	PMID:15486203	IEA
NCU05955	16.05	polysaccharide binding	PMID:15486203	IEA
NCU05955	32.10.07	degradation / modification of foreign (exogenous) polysaccharides	PMID:15486203	IEA
NCU05956	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05959	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU05959	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU05964	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05965	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU05967	01.06.06.07	diterpenes metabolism	PMID:15486203	IEA
NCU05967	01.20	secondary metabolism	PMID:15486203	IEA
NCU05967	16.21.01	heme binding	PMID:15486203	IEA
NCU05969	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05969	01.25.01	extracellular polysaccharide degradation	PMID:15486203	IEA
NCU05974	70.01	cell wall	PMID:15486203	IEA
NCU05977	01.01.06.06.01.01	diaminopimelic acid pathway	PMID:15486203	IEA
NCU05978	01.01.09.05.02	degradation of tyrosine	PMID:15486203	IEA
NCU05978	01.20.35.01.01	metabolism of melanins	PMID:15486203	IEA
NCU05978	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU05980	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05983	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU05985	01.06.02.01	phospholipid metabolism	PMID:15486203	IEA
NCU05991	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05994	01.02.07	regulation of nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU05994	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU05994	70.10	nucleus	PMID:15486203	IEA
NCU05995	14.07.05	modification by ubiquitination, deubiquitination	PMID:15486203	IEA
NCU05995	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU05995	14.13.01	cytoplasmic and nuclear protein degradation	PMID:15486203	IEA
NCU05995	32.01	stress response	PMID:15486203	IEA
NCU06003	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU06003	42.01	cell wall	PMID:15486203	IEA
NCU06005	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU06006	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06010	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU06010	01.25.01	extracellular polysaccharide degradation	PMID:15486203	IEA
NCU06010	16.05	polysaccharide binding	PMID:15486203	IEA
NCU06020	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU06020	01.05.09.07	aminosaccharide catabolism	PMID:15486203	IEA
NCU06020	01.25.11	extracellular aminosaccharide degradation	PMID:15486203	IEA
NCU06020	70.27	extracellular / secretion proteins	PMID:15486203	IEA
NCU06023	01.20.15	metabolism of derivatives of dehydroquinic acid, shikimic acid and chorismic acid	PMID:15486203	IEA
NCU06024	01.20.15	metabolism of derivatives of dehydroquinic acid, shikimic acid and chorismic acid	PMID:15486203	IEA
NCU06025	01.20.15	metabolism of derivatives of dehydroquinic acid, shikimic acid and chorismic acid	PMID:15486203	IEA
NCU06026	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU06026	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU06026	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU06027	11.02.03.04.03	transcription repression	PMID:15486203	IEA
NCU06027	16.01	protein binding	PMID:15486203	IEA
NCU06028	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU06028	16.03.01	DNA binding	PMID:15486203	IEA
NCU06031	32.01.01	oxidative stress response	PMID:15486203	IEA
NCU06031	32.07.07	oxygen and radical detoxification	PMID:15486203	IEA
NCU06031	70.16	mitochondrion	PMID:15486203	IEA
NCU06033	14.07	protein modification	PMID:15486203	IEA
NCU06033	16.01	protein binding	PMID:15486203	IEA
NCU06035	12.04.02	translation elongation	PMID:15486203	IEA
NCU06038	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU06040	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU06040	32.05.01	resistance proteins	PMID:15486203	IEA
NCU06040	32.07.05	detoxification by export	PMID:15486203	IEA
NCU06042	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU06047	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU06047	70.03	cytoplasm	PMID:15486203	IEA
NCU06048	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU06048	70.03	cytoplasm	PMID:15486203	IEA
NCU06049	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU06051	02.13	respiration	PMID:15486203	IEA
NCU06052	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU06052	20.09.03	peroxisomal transport	PMID:15486203	IEA
NCU06057	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU06058	01.05.11.07.01.03	meta-cleavage	PMID:15486203	IEA
NCU06059	20.09.01	nuclear transport	PMID:15486203	IEA
NCU06059	70.10	nucleus	PMID:15486203	IEA
NCU06063	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU06066	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU06068	01.02.07.01	regulation of nitrogen metabolism	PMID:15486203	IEA
NCU06068	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU06068	16.03.01	DNA binding	PMID:15486203	IEA
NCU06068	70.10	nucleus	PMID:15486203	IEA
NCU06073	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	PMID:15486203	IEA
NCU06075	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU06075	02.01	glycolysis and gluconeogenesis	PMID:15486203	IEA
NCU06075	70.03	cytoplasm	PMID:15486203	IEA
NCU06080	01.20	secondary metabolism	PMID:15486203	IEA
NCU06086	70.16	mitochondrion	PMID:15486203	IEA
NCU06089	01.03.16	polynucleotide degradation	PMID:15486203	IEA
NCU06089	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU06091	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU06095	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU06101	18.02.01	enzymatic activity regulation / enzyme regulator	PMID:15486203	IEA
NCU06101	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU06105	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU06105	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU06105	70.08	Golgi	PMID:15486203	IEA
NCU06108	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU06108	70.10	nucleus	PMID:15486203	IEA
NCU06110	16.01	protein binding	PMID:15486203	IEA
NCU06111	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06111	30.01.05	enzyme mediated signal transduction	PMID:15486203	IEA
NCU06111	43.01.03.06	hyphae formation	PMID:15486203	IEA
NCU06112	01.01.03.02.02	degradation of glutamate	PMID:15486203	IEA
NCU06123	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU06123	02.16.03.03	heterofermentative pathway and fermentaton of other saccharides	PMID:15486203	IEA
NCU06132	20.01.01.01.01.01	siderophore-iron transport	PMID:15486203	IEA
NCU06132	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU06132	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU06137	20.01.15	electron transport	PMID:15486203	IEA
NCU06138	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU06138	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU06141	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU06141	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU06141	70.16	mitochondrion	PMID:15486203	IEA
NCU06142	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU06142	02.07	pentose-phosphate pathway	PMID:15486203	IEA
NCU06145	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU06149	12.04.01	translation initiation	PMID:15486203	IEA
NCU06152	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU06159	20.01.23	allantoin and allantoate transport	PMID:15486203	IEA
NCU06159	20.03	transport facilities	PMID:15486203	IEA
NCU06159	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU06166	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU06166	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)	PMID:15486203	IEA
NCU06167	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU06167	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU06168	01.01	amino acid metabolism	PMID:15486203	IEA
NCU06171	16.01	protein binding	PMID:15486203	IEA
NCU06171	20.09.18.09.01	endocytosis	PMID:15486203	IEA
NCU06171	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU06179	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06179	30.01	cellular signalling	PMID:15486203	IEA
NCU06179	30.01.05	enzyme mediated signal transduction	PMID:15486203	IEA
NCU06182	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06182	30.01.05.01.03	MAPKKK cascade	PMID:15486203	IEA
NCU06182	43.01.03.07	development of conidia	PMID:15486203	IEA
NCU06186	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU06186	16.03.01	DNA binding	PMID:15486203	IEA
NCU06189	01.20.19.03	metabolism of open-chain tetrapyrrols	PMID:15486203	IEA
NCU06191	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU06192	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU06192	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU06192	42.25	vacuole or lysosome	PMID:15486203	IEA
NCU06193	42.16	mitochondrion	PMID:15486203	IEA
NCU06193	70.16	mitochondrion	PMID:15486203	IEA
NCU06198	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU06198	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU06199	11.04.03.11	control of mRNA stability	PMID:15486203	IEA
NCU06199	16.03.03	RNA binding	PMID:15486203	IEA
NCU06201	42.01	cell wall	PMID:15486203	IEA
NCU06202	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06202	30.01	cellular signalling	PMID:15486203	IEA
NCU06202	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU06205	11.02.03.04.03	transcription repression	PMID:15486203	IEA
NCU06205	41.01	fungal/microorganismic development	PMID:15486203	IEA
NCU06205	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU06205	70.10	nucleus	PMID:15486203	IEA
NCU06207	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU06210	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU06211	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU06211	70.16	mitochondrion	PMID:15486203	IEA
NCU06216	10.03.04.03	chromosome condensation	PMID:15486203	IEA
NCU06217	11.04.01	rRNA processing	PMID:15486203	IEA
NCU06217	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU06217	70.10.07	nucleolus	PMID:15486203	IEA
NCU06226	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU06226	70.03	cytoplasm	PMID:15486203	IEA
NCU06228	01.01	amino acid metabolism	PMID:15486203	IEA
NCU06230	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06231	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU06231	20.09.18	cellular import	PMID:15486203	IEA
NCU06232	01.01.11.04.01	biosynthesis of leucine	PMID:15486203	IEA
NCU06238	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU06238	70.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU06240	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06240	30.01.09.07	cAMP/cGMP mediated signal transduction	PMID:15486203	IEA
NCU06240	40.01.03.01	regulation of directional cell growth	PMID:15486203	IEA
NCU06242	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU06242	16.13.01	sugar binding	PMID:15486203	IEA
NCU06242	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU06242	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU06242	70.08	Golgi	PMID:15486203	IEA
NCU06242	70.09	intracellular transport vesicles	PMID:15486203	IEA
NCU06242	70.22	endosome	PMID:15486203	IEA
NCU06244	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU06244	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU06244	70.16	mitochondrion	PMID:15486203	IEA
NCU06246	10.01.02	DNA topology	PMID:15486203	IEA
NCU06246	70.16	mitochondrion	PMID:15486203	IEA
NCU06249	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06249	30.01.05	enzyme mediated signal transduction	PMID:15486203	IEA
NCU06250	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU06251	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU06251	16.03.03	RNA binding	PMID:15486203	IEA
NCU06252	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU06252	30.01.05.01	protein kinase	PMID:15486203	IEA
NCU06252	34.01.03.05	homeostasis of chloride	PMID:15486203	IEA
NCU06254	11.04.02	tRNA processing	PMID:15486203	IEA
NCU06256	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU06256	11.02.02	tRNA synthesis	PMID:15486203	IEA
NCU06256	70.10	nucleus	PMID:15486203	IEA
NCU06260	11.04.03.03	5'-end processing	PMID:15486203	IEA
NCU06260	70.10	nucleus	PMID:15486203	IEA
NCU06261	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU06264	10.01.05	DNA recombination and DNA repair	PMID:15486203	IEA
NCU06266	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)	PMID:15486203	IEA
NCU06268	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU06268	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU06270	14.07.11	protein processing (proteolytic)	PMID:15486203	IEA
NCU06270	70.16	mitochondrion	PMID:15486203	IEA
NCU06276	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU06284	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
